22750069773107,8:33:00,8:33:00,740004383,1,0,1
22750069773107,8:34:00,8:34:00,740035997,2,0,0
22750069773107,8:36:00,8:36:00,740037355,3,0,0
22750069773107,8:37:00,8:37:00,740019408,4,0,0
22750069773107,8:40:00,8:40:00,740046065,5,0,0
22750069773107,8:43:00,8:43:00,740046036,6,0,0
22750069773107,8:44:00,8:44:00,740045991,7,0,0
22750069773107,8:45:00,8:45:00,740046239,8,0,0
22750069773107,8:46:00,8:46:00,740046240,9,0,0
22750069773107,8:46:00,8:46:00,740046241,10,0,0
22750069773107,8:48:00,8:48:00,740046242,11,0,0
22750069773107,8:49:00,8:49:00,740018283,12,0,0
22750069773107,8:50:00,8:50:00,740046243,13,0,0
22750069773107,8:52:00,8:52:00,740020556,14,1,0
22750069773265,9:17:00,9:17:00,740004383,1,0,1
22750069773265,9:18:00,9:18:00,740035997,2,0,0
22750069773265,9:20:00,9:20:00,740037355,3,0,0
22750069773265,9:21:00,9:21:00,740019408,4,0,0
22750069773265,9:24:00,9:24:00,740046065,5,0,0
22750069773265,9:27:00,9:27:00,740046036,6,0,0
22750069773265,9:28:00,9:28:00,740045991,7,0,0
22750069773265,9:29:00,9:29:00,740046239,8,0,0
22750069773265,9:30:00,9:30:00,740046240,9,0,0
22750069773265,9:30:00,9:30:00,740046241,10,0,0
22750069773265,9:32:00,9:32:00,740046242,11,0,0
22750069773265,9:33:00,9:33:00,740018283,12,0,0
22750069773265,9:34:00,9:34:00,740046243,13,0,0
22750069773265,9:36:00,9:36:00,740020556,14,1,0
22750069775280,8:55:00,8:55:00,740004383,1,0,1
22750069775280,8:56:00,8:56:00,740035997,2,0,0
22750069775280,8:58:00,8:58:00,740037355,3,0,0
22750069775280,8:59:00,8:59:00,740019408,4,0,0
22750069775280,9:02:00,9:02:00,740046065,5,0,0
22750069775280,9:05:00,9:05:00,740046036,6,0,0
22750069775280,9:06:00,9:06:00,740045991,7,0,0
22750069775280,9:07:00,9:07:00,740046239,8,0,0
22750069775280,9:08:00,9:08:00,740046240,9,0,0
22750069775280,9:08:00,9:08:00,740046241,10,0,0
22750069775280,9:10:00,9:10:00,740046242,11,0,0
22750069775280,9:11:00,9:11:00,740018283,12,0,0
22750069775280,9:12:00,9:12:00,740046243,13,0,0
22750069775280,9:14:00,9:14:00,740020556,14,1,0
22750069779434,8:22:00,8:22:00,740004383,1,0,1
22750069779434,8:23:00,8:23:00,740035997,2,0,0
